Category,Tool,Slug,Website,Requested Pricing Source,Final Pricing Source,Source Status,Source Scope Status,Locale Pricing Status,Fetch Status,Fetch Method,Current Free Plan,Verified Free Plan,Free Plan Status,Free Plan Safe,Current Starting Price,Verified Starting Price,Starting Price Status,Starting Price Safe,Verified Annual Billing,Annual Billing Status,Annual Billing Safe,Verified Monthly Billing,Monthly Billing Status,Monthly Billing Safe,Current Team / Business Plan,Verified Team / Business Plan,Team / Business Plan Status,Team / Business Plan Safe,Current Enterprise Plan,Verified Enterprise Plan,Enterprise Plan Status,Enterprise Plan Safe,Current Pricing Verified,Checked At,Overall Status,Tool Safe to Auto Apply,Evidence / Notes
AI & Automation; Automation; Coding; Developer Tools; Productivity,Codeium,codeium,https://codeium.com,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:25:53.016Z,SOURCE_MISSING,NO,No valid pricing source with verified product identity was safely discovered. Rejected 2 candidate(s); first rejected source: https://windsurf.com/plans. Pricing source identity could not be verified for Codeium. No valid pricing source with verified product identity was safely discovered. Rejected 2 candidate(s); first rejected source: https://windsurf.com/plans. Pricing source identity could not be verified for Codeium. Free Plan: No valid pricing source with verified product identity was safely discovered. Rejected 2 candidate(s); first rejected source: https://windsurf.com/plans. Pricing source identity could not be verified for Codeium. Starting Price: No valid pricing source with verified product identity was safely discovered. Rejected 2 candidate(s); first rejected source: https://windsurf.com/plans. Pricing source identity could not be verified for Codeium. Annual Billing: No valid pricing source with verified product identity was safely discovered. Rejected 2 candidate(s); first rejected source: https://windsurf.com/plans. Pricing source identity could not be verified for Codeium. Monthly Billing: No valid pricing source with verified product identity was safely discovered. Rejected 2 candidate(s); first rejected source: https://windsurf.com/plans. Pricing source identity could not be verified for Codeium. Team / Business Plan: No valid pricing source with verified product identity was safely discovered. Rejected 2 candidate(s); first rejected source: https://windsurf.com/plans. Pricing source identity could not be verified for Codeium. Enterprise Plan: No valid pricing source with verified product identity was safely discovered. Rejected 2 candidate(s); first rejected source: https://windsurf.com/plans. Pricing source identity could not be verified for Codeium.
AI & Automation; Automation; Coding; Developer Tools; Productivity,Tabnine,tabnine,https://www.tabnine.com,https://www.tabnine.com/#,https://www.tabnine.com/#,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:26:12.466Z,REVIEW,NO,Discovered same-domain official pricing source.
AI & Automation; Automation; Coding; Developer Tools; Productivity,Bolt,bolt,https://bolt.new,https://bolt.new/pricing,https://bolt.new/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$25 per month billed monthly,CHANGE,YES,Not explicitly verified,REVIEW,NO,$25 per month billed monthly,CHANGE,YES,Unknown,$30 per month and member billed monthly,CHANGE,YES,Unknown,Custom pricing; ask for a quote,CHANGE,YES,Unknown,2026-08-23T08:26:04.866Z,VERIFIED,NO,"Discovered same-domain official pricing source. Free Plan: The page explicitly lists an ongoing “Free” plan at $0 and the FAQ refers to free plans. Starting Price: The pricing structure lists Pro as the first paid plan after Free, at $25 per month billed monthly. Monthly Billing: The Pro plan explicitly states “$25 per month billed monthly.” Team / Business Plan: The page explicitly lists “Teams” at $30 per month and per member billed monthly, with team collaboration and administration features. Enterprise Plan: The page explicitly lists “Enterprise Custom” and says “Ask for a quote.”"
AI & Automation; Automation; Coding; Developer Tools; Productivity,v0,v0,https://v0.dev,https://v0.app/pricing,https://v0.app/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$30 /user/month,CHANGE,YES,Not explicitly verified,REVIEW,NO,$30 /user/month,CHANGE,YES,Unknown,Business,CHANGE,YES,Unknown,Enterprise,CHANGE,YES,Unknown,2026-08-23T08:26:08.999Z,VERIFIED,NO,"Discovered same-domain official pricing source. Free Plan: The page explicitly lists an ongoing ""Free"" plan at ""$0 /month"". Starting Price: Plus is the first paid plan listed and costs ""$30 /user/month"". Monthly Billing: Plus is explicitly priced at ""$30 /user/month"". Team / Business Plan: Business is a distinct $100/user/month organizational tier with centralized billing and team collaboration, before Enterprise. Enterprise Plan: The page explicitly lists ""Enterprise Custom Pricing"" with SAML SSO, role-based access control, and support SLAs."
AI & Automation; AI Image / Video; Design & Creative; Creator Toolkit,Midjourney,midjourney,https://www.midjourney.com,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:26:05.257Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
AI & Automation; AI Image / Video; Design & Creative; Creator Toolkit,Leonardo AI,leonardo-ai,https://leonardo.ai,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:26:05.681Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
AI & Automation; AI Image / Video; Design & Creative; Creator Toolkit,Ideogram,ideogram,https://ideogram.ai,https://ideogram.ai/pricing/,https://ideogram.ai/pricing/,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Yes,CHANGE,YES,Unknown,"$20 per month, or $180 billed annually ($15/mo effective)",CHANGE,YES,$180 billed annually,CHANGE,YES,$20 per month,CHANGE,YES,Unknown,"$30 per user/month, billed annually",CHANGE,YES,Unknown,Contact us; custom pricing,CHANGE,YES,Unknown,2026-08-23T08:26:37.786Z,VERIFIED,YES,"Discovered same-domain official pricing source. Free Plan: The comparison table explicitly lists “Free plan $0” and “Start for free.” Starting Price: Plus is the first paid plan shown and is listed as “$20 per month, $180 billed annually,” with “$15/mo” in the comparison table. Annual Billing: Plus plan pricing states “$180 billed annually.” Monthly Billing: Plus plan pricing states “$20 per month.” Team / Business Plan: The page explicitly names a Team plan at “$30 per user/month, billed annually” with central billing, administration, and collaboration features. Enterprise Plan: The page explicitly names Enterprise and states “Contact us post paid,” “Custom credit amount,” and “Contact sales.”"
AI & Automation; AI Image / Video; Video & Motion; Design & Creative; Creator Toolkit,Runway,runway,https://runwayml.com,https://runway.com/pricing,https://runway.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$15/month monthly billing; $12/month billed annually,CHANGE,YES,$12/month billed annually,CHANGE,YES,$15/month,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Enterprise,CHANGE,YES,Unknown,2026-08-23T08:26:18.592Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: Free forever. ... $0 /month. Starting Price: Standard shows $15 $12 /month, with annual billing at $12/month and a stated annual saving. Annual Billing: Standard: Billed annually. Save $36/year. $12/month. Monthly Billing: Standard pricing displays $15 alongside $12/month under the monthly/yearly pricing comparison. Enterprise Plan: Enterprise is explicitly listed for teams and large organizations, with custom credits and Contact Sales."
AI & Automation; AI Image / Video; AI Avatars; Video Marketing; Creator Toolkit,HeyGen,heygen,https://www.heygen.com,https://www.heygen.com/pricing,https://www.heygen.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,"Creator: $29/month, or $24/month if paid annually",CHANGE,YES,Creator: $24/month when paid annually,CHANGE,YES,Creator: $29/month,CHANGE,YES,Unknown,Business: $149/month plus $20/seat/month,CHANGE,YES,Unknown,Enterprise: Contact Sales,CHANGE,YES,Unknown,2026-08-23T08:26:24.461Z,VERIFIED,YES,"Discovered same-domain official pricing source. Free Plan: The FAQ explicitly says, ""You can use HeyGen for free,"" and identifies a Free plan with up to 3 videos a month. Starting Price: The FAQ identifies Creator as the solo-creator plan and states it costs $29/month or $24/month if paid annually. Annual Billing: The FAQ states: ""For solo creators, the Creator plan costs $29/month (or $24/month if you pay annually)."" Monthly Billing: The FAQ states: ""For solo creators, the Creator plan costs $29/month."" Team / Business Plan: Business is described as ""Secure, scalable video creation for teams and businesses"" and is listed separately from Enterprise. Enterprise Plan: The Enterprise tier is explicitly labeled ""Contact Sales"" and described as custom to the business's needs."
AI & Automation; AI Image / Video; AI Voice; Creator Toolkit; Productivity,ElevenLabs,elevenlabs,https://elevenlabs.io,https://elevenlabs.io/pricing,https://elevenlabs.io/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$6 per month monthly; $5 equivalent monthly price on annual billing,CHANGE,YES,$5 equivalent monthly price on an annual plan for Starter,CHANGE,YES,$6 per month for Starter,CHANGE,YES,Unknown,Business — $990 per month,CHANGE,YES,Unknown,Enterprise — Custom pricing; contact us,CHANGE,YES,Unknown,2026-08-23T08:26:26.860Z,VERIFIED,YES,"Discovered same-domain official pricing source. Free Plan: The page explicitly lists an ongoing “Free” plan at $0 per month and states accounts downgrade to the Free plan. Starting Price: Starter is the first standard paid plan listed at $6 per month; its annual equivalent is also provided. Annual Billing: The page states annual billing works out to two months free and gives Starter’s equivalent monthly price as $5. Monthly Billing: The page lists Starter at $6 per month. Team / Business Plan: Business is listed under “For Businesses,” includes 10 Workspace seats, and is distinct from the Enterprise plan. Enterprise Plan: The page explicitly lists “Enterprise Custom pricing” and “Contact us.”"
Marketing & SEO; SEO Tools; Content Marketing; Competitive Research; Marketing Automation,Semrush,semrush,https://www.semrush.com,https://www.semrush.com/pricing/,https://www.semrush.com/pricing/seo-ai-search/,DISCOVERED,PRODUCT_SPECIFIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,$139 monthly; $117.33/mo billed annually,REVIEW,NO,$117.33/mo billed annually instead of $139 monthly,REVIEW,NO,$139 monthly,REVIEW,NO,Unknown,Starter SEO + AI Search: $199 monthly; $165.17/mo billed annually,REVIEW,NO,Unknown,Custom pricing available,REVIEW,NO,Unknown,2026-08-23T08:26:42.154Z,REVIEW,NO,"Discovered same-domain official pricing source. Free Plan: The page mentions “Try Semrush free for seven days” and “Try for free,” but does not explicitly offer an ongoing free plan. Pricing source is product-specific and cannot safely update the generic Softbade profile. Starting Price: SEO is the first listed paid plan, for freelancers and small businesses, at $139 monthly or $117.33/mo billed annually. Pricing source is product-specific and cannot safely update the generic Softbade profile. Annual Billing: The SEO plan is listed at $117.33/mo billed annually instead of $139 monthly. Pricing source is product-specific and cannot safely update the generic Softbade profile. Monthly Billing: The SEO plan is listed at $139 monthly. Pricing source is product-specific and cannot safely update the generic Softbade profile. Team / Business Plan: Starter SEO + AI Search is explicitly for small teams and agencies and is listed at $199 monthly or $165.17/mo billed annually. Pricing source is product-specific and cannot safely update the generic Softbade profile. Enterprise Plan: The page has a distinct “Semrush for Enterprise” section stating “Custom pricing available.” Pricing source is product-specific and cannot safely update the generic Softbade profile."
Marketing & SEO; SEO Tools; Competitive Research; Content Marketing; Reporting,Ahrefs,ahrefs,https://ahrefs.com,https://ahrefs.com/pricing,https://ahrefs.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$29 / mo,CHANGE,YES,Not explicitly verified,REVIEW,NO,$29 / mo,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"$1,499 / mo; annual commitment required",CHANGE,YES,Unknown,2026-08-23T08:26:44.657Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page explicitly lists “Ahrefs Free” and states that after a paid subscription ends, users are switched to a free Ahrefs Free plan with free limited access. Starting Price: Starter is listed at $29 / mo and is described as a plan for seeing what people search and spying on competitors. Monthly Billing: Starter is explicitly priced at $29 / mo. Team / Business Plan: Complex product pricing requires review: The page mentions lean in-house marketing teams under Advanced, but does not explicitly identify a distinct Team or Business tier; Business is not named. Enterprise Plan: Enterprise is explicitly listed at $1,499 / mo with annual commitment required."
Marketing & SEO; SEO Tools; Rank Tracking; Reporting; Competitive Research,SE Ranking,se-ranking,https://seranking.com,https://seranking.com/subscription.html,https://seranking.com/subscription.html,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,$103.20/mo with annual billing; $129.00/mo with monthly billing,CHANGE,YES,$103.20/mo with annual billing,CHANGE,YES,$129.00/mo with monthly billing,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Enterprise — custom limits and pricing; talk to sales,CHANGE,YES,Unknown,2026-08-23T08:27:02.988Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: The Core plan lists $103.20 and $129.00/mo under Monthly/Annually pricing with a 20% annual saving. Annual Billing: Core pricing shows $103.20/mo alongside the annual pricing option and states Save 20%. Monthly Billing: Core pricing shows $129.00/mo alongside the Monthly pricing option. Team / Business Plan: Complex product pricing requires review: The page has Core for marketing teams and Growth for collaboration and multi-client work, but no explicitly named standard Team or Business tier; mapping either plan to teamPlan would be uncertain. Enterprise Plan: The page explicitly lists Enterprise with custom limits and pricing and a Talk to sales call to action."
Marketing & SEO; SEO Tools; Keyword Research; Rank Tracking; Backlink Analysis,Mangools,mangools,https://mangools.com,https://mangools.com/plans-and-pricing?ref=header-mngls,https://mangools.com/plans-and-pricing?ref=header-mngls,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Mangools Premium,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:26:50.524Z,PARTIAL,NO,Discovered same-domain official pricing source. Team / Business Plan: Mangools Premium is explicitly described as being for marketing teams and specialists.
Marketing & SEO; SEO Tools; Keyword Research; Content Marketing; Competitive Research,Ubersuggest,ubersuggest,https://neilpatel.com/ubersuggest/,https://neilpatel.com/marketing-stats/community-budget/,https://neilpatel.com/marketing-stats/community-budget/,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:27:03.577Z,REVIEW,NO,Discovered same-domain official pricing source.
Marketing & SEO; SEO Tools; Content Optimization; AI Writing; Content Marketing,Clearscope,clearscope,https://www.clearscope.io,https://www.clearscope.io/pricing,https://www.clearscope.io/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,$129 /month,CHANGE,YES,Not explicitly verified,REVIEW,NO,$129 /month,CHANGE,YES,Unknown,$399 /month,CHANGE,YES,Unknown,Custom,CHANGE,YES,Unknown,2026-08-23T08:27:02.567Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page offers a 14 day free trial, but does not explicitly offer an ongoing free plan. Starting Price: Essentials is the entry plan and is listed at $129 /month. Monthly Billing: Essentials is explicitly priced at $129 /month. Team / Business Plan: Business is described as providing advanced functionality for productive content teams and is distinct from Enterprise. Enterprise Plan: Enterprise is explicitly listed with Custom pricing."
Marketing & SEO; SEO Tools; Reporting; Analytics; Agency Tools,DashThis,dashthis,https://dashthis.com,https://dashthis.com/pricing/,https://dashthis.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"$54/mo monthly; $44/mo, paid yearly",CHANGE,YES,"$44/mo, paid yearly",CHANGE,YES,$54/mo,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:27:13.273Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: The Individual plan lists $54/mo and $44/mo, paid yearly. Annual Billing: Individual: ""$44 /mo, paid yearly."" Monthly Billing: Individual: ""$54 /mo."" Team / Business Plan: Complex product pricing requires review: The page names a Business tier, but does not clearly establish that it is the standard team/organizational tier distinct from an Enterprise plan; no Enterprise plan is listed."
Marketing & SEO; Social Media / Ads / Automation; Social Media; Content Marketing; Productivity,Buffer,buffer,https://buffer.com,https://buffer.com/pricing?cta=bufferSite-globalNav-pricing-pricing-1,https://buffer.com/pricing?cta=bufferSite-globalNav-pricing-pricing-1,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$5 /month for 1 channel; $60 billed yearly for 1 channel (save 2 months),CHANGE,YES,$60 billed yearly for 1 channel (save 2 months),CHANGE,YES,$5 /month for 1 channel,CHANGE,YES,Unknown,$10 /month for 1 channel; $120 billed yearly for 1 channel (save 2 months),CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:27:13.371Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The FAQ states users can start using Buffer for free by signing up for the “Free plan,” and the pricing section says “Free forever.” Starting Price: The Essentials plan is the standard paid entry plan and lists “$5 /month” for 1 channel and “$60 billed yearly (save 2 months).” Annual Billing: The Essentials plan explicitly lists “1 channel · $60 billed yearly (save 2 months).” Monthly Billing: The Essentials plan explicitly lists “$5 /month” for 1 channel. Team / Business Plan: The page explicitly lists a “Team” plan at “$10 /month” for 1 channel and “$120 billed yearly,” with unlimited team members."
Marketing & SEO; Social Media / Ads / Automation; Social Media; Analytics; Agency Tools,Hootsuite,hootsuite,https://www.hootsuite.com,https://www.hootsuite.com/plans,https://www.hootsuite.com/plans,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"$99 per user/month, billed annually for Standard; monthly billing is also available, but its price is not stated",CHANGE,YES,"$99 per user/month, billed annually",CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,"Advanced — $399 per user/month, billed annually",CHANGE,YES,Unknown,Custom pricing,CHANGE,YES,Unknown,2026-08-23T08:27:17.199Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page offers free 14-day trials, but does not explicitly offer an ongoing Free plan. Starting Price: The FAQ states: “Paid plans start at $99 for a Standard plan.” The pricing comparison identifies Standard as per user/month, billed annually. Annual Billing: The page states that prices are displayed based on annual billing and lists Standard as per user/month, billed annually. Monthly Billing: The FAQ explicitly states that Hootsuite offers both monthly and annual billing options for Standard, Professional, and Advanced plans, but no monthly price is provided. Complex product pricing requires review: Monthly Billing availability was indicated, but no explicit pricing amount for that exact billing context was verified. Team / Business Plan: Advanced is described as streamlining approvals and co-working across teams, with team assignments and team-performance features, and is distinct from Enterprise. Enterprise Plan: The Enterprise tier is explicitly labeled “Custom” with “Request a demo.”"
Marketing & SEO; Social Media / Ads / Automation; Social Media; Analytics; Reporting,Metricool,metricool,https://metricool.com,https://metricool.com/pricing/,https://metricool.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,Starter from €16/month or $20/month with Annual pricing; from €20/month or $25/month with Monthly pricing,CHANGE,YES,Starter from €16/month (EUR) or $20/month (USD),CHANGE,YES,Starter from €20/month (EUR) or $25/month (USD),CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:27:25.387Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The FAQ explicitly asks “Is Metricool free?” and answers, “Yes! You can use Metricool for free, forever. With our Free plan...” Starting Price: The standard paid entry tier is Starter, listed as “From €16/month,” “From $20/month,” “From €20/month,” and “From $25/month” across the Annual/Monthly and currency sections. Annual Billing: The pricing selector explicitly includes “Annual (save up to 24%)” and the Starter annual sections list “From €16/month” and “From $20/month.” Monthly Billing: The pricing selector explicitly includes “Monthly” and the Starter monthly sections list “From €20/month” and “From $25/month.”"
Marketing & SEO; Social Media / Ads / Automation; Social Media; Analytics; Customer Engagement,Sprout Social,sprout-social,https://sproutsocial.com,https://sproutsocial.com/pricing/,https://sproutsocial.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,$79 per seat/month with annual billing; $99 per seat/month billed monthly,CHANGE,YES,$79 per seat/month,CHANGE,YES,$99 per seat/month billed monthly,CHANGE,YES,Unknown,Standard — $199 per seat/month,CHANGE,YES,Unknown,Enterprise — Custom pricing,CHANGE,YES,Unknown,2026-08-23T08:27:26.850Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page offers a 30-day free trial, but does not explicitly offer an ongoing free plan. Starting Price: Essentials is listed at $79 per seat/month with annual billing and $99 per seat/month billed monthly. Annual Billing: The page states ""Annual billing"" and lists Essentials at $79 per seat/month. Monthly Billing: Essentials is listed at ""$99 per seat/month billed monthly."" Team / Business Plan: Standard is described as ""Perfect for small teams managing a few profiles across social networks."" Enterprise Plan: Enterprise is described for organizations with large-scale social media operations and is listed as ""Custom"" with a demo CTA."
Marketing & SEO; Email Marketing; Marketing Automation; CRM & Sales; SaaS,Mailchimp,mailchimp,https://mailchimp.com,https://mailchimp.com/pricing/marketing/,https://mailchimp.com/pricing/marketing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,"$13/month for 12 months with 50% off; Essentials plan, per month",CHANGE,YES,Not explicitly verified,REVIEW,NO,$13/month for 12 months with 50% off; Essentials plan,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:27:28.692Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page explicitly names a “Free” plan, states “Under 250 contacts? It's free,” and lists “$ 0 /month.” Starting Price: The Essentials plan is the lowest-priced paid plan shown at “$ 13 00 /mo for 12 months.” Monthly Billing: The Essentials plan is explicitly priced at “$ 13 00 /mo for 12 months.”"
Marketing & SEO; Email Marketing; Marketing Automation; CRM & Sales; SaaS,Brevo,brevo,https://www.brevo.com,https://www.brevo.com/pricing/,https://www.brevo.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Professional,CHANGE,YES,Unknown,Enterprise — Custom price,CHANGE,YES,Unknown,2026-08-23T08:27:37.370Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page states ""Free forever"" and the FAQ says an account automatically includes a Free plan. Team / Business Plan: Professional is explicitly described as ""Best for teams leveraging data and AI to drive growth across channels."" Enterprise Plan: The Enterprise plan explicitly shows ""Custom price"" and includes a Talk to sales option."
Marketing & SEO; Email Marketing; Creator Toolkit; Newsletter; SaaS,Beehiiv,beehiiv,https://www.beehiiv.com,https://www.beehiiv.com/pricing,https://www.beehiiv.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,$517 billed annually for Scale,CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Custom Pricing,CHANGE,YES,Unknown,2026-08-23T08:27:41.552Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: FAQ: beehiiv's Launch plan is free, forever, with no credit card required. Starting Price: Complex product pricing requires review: The pricing cards show Scale at $43 per month, while the FAQ says paid plans start at $49/month, creating a direct discrepancy for the standard paid entry price. Annual Billing: Scale is listed at $517 billed annually. Monthly Billing: Complex product pricing requires review: The pricing cards show Scale at $43 per month, while the FAQ says paid plans start at $49/month. Enterprise Plan: Enterprise is listed with Custom Pricing and Contact Sales."
Marketing & SEO; Email Marketing; Marketing Automation; Ecommerce; SaaS,Drip,drip,https://www.drip.com,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:27:29.195Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
Productivity; Workspace & Docs; Knowledge Management; AI Writing; Notes,Mem,mem,https://mem.ai,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:27:30.257Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
